term,fresh freq,plot freq,rotten freq,fresh rank,rotten rank,sum freq,z score
sever,0,1,6,154,12404,7,-1.2048325463951348
order,3,8,5,11075,12174,16,-0.2397175059803287
join,0,1,1,155,5633,2,-0.16450776059275632
defeat,0,1,0,156,169,1,0.0
lifelong,0,2,0,157,170,2,0.0
kill,1,7,4,5579,11851,12,-0.9471758567109749
injected,0,1,0,158,171,1,0.0
can,101,21,136,13416,13421,258,-1.7521110158178501
victims,2,2,3,9844,11248,7,-0.3761580971162714
mortal,0,1,0,159,172,1,0.0
combat,0,3,2,160,10011,5,-0.8680960745525683
dia,0,1,1,161,5634,2,-0.6864966679438944
micro,0,1,0,162,173,1,0.0
white,15,9,7,13083,12582,31,0.9277358183456252
edged,0,1,1,163,5635,2,-0.7548581198326597
madly,0,2,0,164,174,2,0.0
cutting,3,2,2,11076,10012,7,0.29898018481054767
stay,5,6,8,12092,12710,19,-0.5868864386325193
loan,0,1,0,165,175,1,0.0
highly,12,2,3,12974,11249,17,1.7336541587848127
lastly,0,1,0,166,176,1,0.0
con,3,2,4,11077,11852,9,-0.30363949083007574
hilarious,28,3,6,13265,12405,37,3.3268133056087072
tribulations,0,1,0,167,177,1,0.0
burden,0,1,0,168,178,1,0.0
eve,1,8,1,5580,5636,10,-0.016408028677116673
calvin,1,6,1,5581,5637,8,-0.019962462238814968
customers,0,3,0,169,179,3,-3.772395414733751e-15
vision,10,3,1,12840,5638,14,1.8843895490699931
t,205,23,309,13441,13446,537,-4.6151114476796495
straight,7,2,13,12520,13032,22,-1.213511612792951
deceased,0,2,0,170,180,2,0.0
shop,3,5,2,11078,10013,10,0.12800303370458146
selling,1,1,0,5582,181,2,0.3026784925778013
woman,10,21,6,12841,12406,37,0.6639383595068006
strikes,5,4,0,12093,182,9,1.6271074742488816
eclectic,0,2,0,171,183,2,0.0
south,1,11,3,5583,11250,15,-0.27925812512225856
cast,45,4,29,13348,13274,78,1.619537861690666
fellow,2,4,0,9845,184,6,0.8160552796234669
dinka,0,1,0,172,185,1,0.0
seem,17,3,25,13131,13235,45,-1.2337950263707977
entertainer,0,1,1,173,5639,2,-0.7485889277279554
sold,0,1,1,174,5640,2,-0.31829885563074695
thomas,4,1,0,11715,186,5,0.9196245436248524
ricky,0,1,0,175,187,1,0.0
trying,11,13,18,12913,13163,42,-1.1643853381452332
notion,1,1,1,5584,5641,3,-0.019066354795038203
opinions,0,1,0,176,188,1,0.0
characters,57,5,72,13377,13394,134,-1.4754950888517462
timing,3,1,2,11079,10014,6,0.3333324593615295
strong,20,2,11,13183,12940,33,1.2641493394458883
against,8,21,4,12652,11853,33,0.5729685612853888
shot,8,6,15,12653,13100,29,-1.3009023904166181
hard,28,3,32,13266,13301,63,-0.5421553277970109
local,3,11,2,11080,10015,16,0.11470716475111645
stand,6,1,11,12333,12941,18,-1.016488956748934
chicago,10,9,4,12842,11854,23,1.085232470713521
just,76,27,145,13397,13424,248,-4.0475719535940895
cube,6,1,4,12334,11855,11,0.5334685352365669
barber,0,4,0,177,189,4,0.0
legacy,5,4,0,12094,190,9,1.6010590148916686
trials,0,2,0,178,191,2,0.0
complex,11,4,4,12914,11856,19,1.328301247304463
jimmy,0,1,0,179,192,1,0.0
views,0,2,0,180,193,2,0.0
hair,4,2,3,11716,11251,9,0.19607498692612782
shark,0,3,0,181,194,3,0.0
side,9,2,11,12763,12942,22,-0.3331147442898898
superiority,0,1,0,182,195,1,0.0
doesn,48,9,68,13356,13389,125,-1.812125096697398
smart,24,3,8,13233,12711,35,2.376364913788866
share,6,4,7,12335,12583,17,-0.1988777569424926
isaac,0,1,0,183,196,1,0.0
get,36,32,43,13313,13339,111,-0.5834100851702769
jokes,11,1,28,12915,13267,40,-2.6404992342996914
struggles,2,4,0,9846,197,6,1.0342868142042834
garity,0,1,0,184,198,1,
eddie,2,3,4,9847,11857,9,-0.7491240750133942
business,9,6,9,12764,12807,24,-0.026140142515465255
terri,0,2,0,185,199,2,0.0
desperately,4,1,4,11717,11858,9,-0.04944548990520934
barbershop,10,2,6,12843,12407,18,0.9165672315558742
slowly,2,3,2,9848,10016,7,-0.027701643151570362
ex,1,2,0,5585,200,3,0.3093836999097137
struggling,2,2,0,9849,201,4,1.021876895311644
there,79,24,127,13399,13418,230,-2.7338855929212458
waste,1,1,12,5586,12990,14,-2.283981518504941
filled,12,1,5,12975,12175,18,1.4032975883781775
shell,1,1,0,5587,202,2,0.41991014967741797
tiger,0,2,1,186,5642,3,-0.5067333076864342
sub,2,2,4,9850,11859,8,-0.5226321310844027
surface,7,3,6,12521,12408,16,0.15724195448767603
deep,13,2,2,13017,10017,17,2.02293480687135
shocked,1,1,2,5588,10018,4,-0.5306886389686646
war,29,23,18,13271,13164,70,1.1762281457686032
runaway,0,1,0,187,203,1,0.0
trapped,2,4,7,9851,12584,13,-1.5613409628061796
silence,7,1,2,12522,10019,10,1.4079181236804201
delusions,2,1,0,9852,204,3,0.8585577743869071
sensory,0,1,0,188,205,1,0.0
corridors,0,1,0,189,206,1,0.0
psyche,0,1,1,190,5643,2,-0.748261658457288
narrow,0,1,0,191,207,1,0.0
mission,1,8,0,5589,208,9,0.2799334183115862
spaces,1,1,0,5590,209,2,0.4666478183818286
should,27,3,58,13260,13375,88,-2.4737967894645716
prowls,0,1,0,192,210,1,0.0
dark,13,4,13,13018,13033,30,-0.07726051210349197
crew,4,9,1,11718,5644,14,0.914979329836149
below,6,1,4,12336,11860,11,0.28352537876153516
mental,2,2,0,9853,211,4,0.6282772043601098
inside,9,7,3,12765,11252,19,1.0881558808424319
ocean,4,3,1,11719,5645,8,0.8371211590915134
routine,2,2,13,9854,13034,17,-2.4504645891868226
ii,6,2,10,12337,12875,18,-0.6421356721158593
constricted,0,1,0,193,212,1,-1.5870758451577448e-16
lurk,0,1,0,194,213,1,2.3847365309452496e-16
sea,5,3,6,12095,12409,14,-0.2437060261497322
u,1,4,2,5591,10020,7,-0.16376301852549252
submarine,5,3,2,12096,10021,10,1.0156412377201962
human,25,3,8,13243,12712,36,1.9787289028716852
deceptions,0,1,1,195,5646,2,-0.5708317250324498
fear,3,6,2,11081,10022,11,0.27403548293094915
north,0,6,0,196,214,6,0.0
light,20,2,5,13184,12176,27,1.9882366279714518
irish,2,4,2,9855,10023,8,-0.023417265893169913
happiness,2,1,0,9856,215,3,0.9619632068559992
events,4,8,1,11720,5647,13,0.41954415594920913
mother,6,28,4,12338,11861,38,0.3850507000386894
represents,1,2,5,5592,12177,8,-1.2481958994336377
aboriginal,2,1,0,9857,216,3,0.9802324520614132
running,4,4,11,11721,12943,19,-1.3019998417993104
short,17,4,19,13132,13177,40,-0.34532823225636744
transport,0,1,0,197,217,1,0.0
dramatic,6,4,8,12339,12713,18,-0.5640898919956827
skinned,0,1,0,198,218,1,0.0
minimum,2,1,0,9858,219,3,0.5489093506729139
throw,1,1,3,5593,11253,5,-0.7529273041343139
rejected,0,2,1,199,5648,3,-0.5818184023756715
doing,5,6,8,12097,12714,19,-0.5866233801182694
embodies,0,1,0,200,220,1,0.0
money,5,14,15,12098,13101,34,-1.323597559123082
lena,0,3,0,201,221,3,0.0
beneath,6,1,2,12340,10024,9,1.208559280930083
society,3,3,1,11082,5649,7,0.3654242936406248
vaughn,0,3,0,202,222,3,0.0
murri,0,1,0,203,223,1,0.0
west,0,1,5,204,12178,6,-0.7827594901542182
clouds,4,1,0,11722,224,5,1.4497665385983098
nsw,0,1,0,205,225,1,0.0
wolf,0,6,0,206,226,6,0.0
make,69,14,58,13389,13376,141,0.5960638814931115
classic,11,2,15,12916,13102,28,-0.7157249554134374
wits,0,2,0,207,227,2,-3.8685777893654395e-16
assignment,0,3,0,208,228,3,0.0
angeles,0,3,0,209,229,3,0.0
fat,9,2,6,12766,12410,17,0.5405248091101734
marty,0,1,0,210,230,1,0.0
fun,73,3,26,13395,13244,102,3.9895522445209983
using,2,4,8,9859,12715,14,-0.7504919788884303
liar,1,4,2,5594,10025,7,-0.5630001678278531
friend,3,11,5,11083,12179,19,-0.33450991447409634
frankie,0,1,1,211,5650,2,-0.7415528531569517
sees,2,5,1,9860,5651,8,0.41256441677716493
lies,4,2,0,11723,231,6,1.3572940556845312
important,8,4,3,12654,11254,15,0.7563284943636096
clear,8,2,9,12655,12808,19,-0.2179765910136974
summer,29,2,6,13272,12411,37,3.059022538548959
confess,0,1,0,212,232,1,0.0
loses,4,3,8,11724,12716,15,-1.1545125914974823
cried,0,1,0,213,233,1,0.0
name,6,6,9,12341,12809,21,-0.305835127278896
big,52,15,54,13364,13368,121,-0.3170136331613879
shephard,0,1,0,214,234,1,0.0
giamatti,0,1,0,215,235,1,0.0
entitled,1,1,0,5595,236,2,0.44137495527647663
preview,0,1,2,216,10026,3,-0.7096280861562531
kaylee,0,1,0,217,237,1,0.0
teen,7,5,14,12523,13074,26,-0.9605429380428514
take,34,18,19,13309,13178,71,1.33849571921232
attend,0,2,0,218,238,2,0.0
turns,14,13,14,13051,13075,41,-0.08970732863030462
tale,21,10,18,13202,13165,49,0.3578083320777491
named,0,23,5,219,12180,28,-1.40658981841737
muniz,1,1,1,5596,5652,3,-0.02527669717884805
limo,0,1,0,220,239,1,0.0
jason,2,7,1,9861,5653,10,0.3465253229305716
go,30,14,36,13277,13318,80,-0.5755626835933102
best,108,9,36,13418,13319,153,4.565169825287038
los,3,3,0,11084,240,6,0.7097731340634151
bynes,0,1,0,221,241,1,0.0
amanda,0,1,0,222,242,1,0.0
match,3,2,6,11085,12412,11,-0.6964925299993878
producer,3,7,2,11086,10027,12,0.3100635431606713
same,17,11,32,13133,13302,60,-1.5880679991552964
ends,8,4,14,12656,13076,26,-1.173729984788447
interests,1,2,0,5597,243,3,0.31977642797453726
suitcase,1,1,0,5598,244,2,0.7277899795657059
lead,6,7,9,12342,12810,22,-0.5998010156666755
television,1,5,9,5599,12811,15,-1.737530460695009
divorced,0,3,0,223,245,3,0.0
arthur,0,3,1,224,5654,4,-0.49335670338900717
creative,13,4,5,13019,12181,22,1.4264607609026
complication,0,2,0,225,246,2,0.0
jenny,0,1,0,226,247,1,0.0
inspired,7,1,8,12524,12717,16,-0.30377919084238825
constant,4,2,1,11725,5655,7,0.9106572584808528
pulizter,0,1,0,227,248,1,
terminal,0,1,0,228,249,1,0.0
complicated,4,2,3,11726,11255,9,0.294063491303361
case,6,10,6,12343,12413,22,-0.027398994555811088
winner,3,1,2,11087,10028,6,0.29227939079523035
barry,3,4,3,11088,11256,10,-0.03655120112111725
mysterious,1,7,0,5600,250,8,0.6460013665837782
hitmen,0,1,0,229,251,1,0.0
dave,1,2,0,5601,252,3,0.34831069584724966
fixation,0,1,0,230,253,1,0.0
drinking,0,2,0,231,254,2,0.0
steal,2,1,1,9862,5656,4,0.4504328176294989
matt,0,10,1,232,5657,11,-0.4102159626802682
add,7,2,10,12525,12876,19,-0.33092919706809204
comes,25,13,30,13244,13283,68,-0.7219545162981885
hands,3,8,2,11089,10029,13,0.23096101271209205
arnold,4,4,10,11727,12877,18,-1.5276696564611767
goose,2,1,0,9863,255,3,1.032558807213647
herk,0,2,0,233,256,2,0.0
wacked,0,1,0,234,257,1,0.0
tired,6,1,12,12344,12991,19,-1.3775170995490755
mind,19,6,13,13161,13035,38,0.780167993939937
wild,4,5,13,11728,13036,22,-1.798255061919303
anna,0,1,0,235,258,1,0.0
decide,0,8,1,236,5658,9,-0.4322586249218516
owner,0,3,0,237,259,3,0.0
eliot,0,1,0,238,260,1,0.0
dad,0,2,1,239,5659,3,-0.4896335610405457
agents,0,2,0,240,261,2,0.0
airport,0,1,1,241,5660,2,-0.2589301369699507
miami,1,3,2,5602,10030,6,-0.34313501722896106
arrival,0,4,0,242,262,4,-1.6107270132536428e-15
chase,3,5,9,11090,12812,17,-1.5849644281334883
thieves,0,1,0,243,263,1,0.0
corrupt,0,2,0,244,264,2,0.0
chain,3,1,0,11091,265,4,0.8891342851478574
following,1,4,4,5603,11862,9,-0.4274178262708891
phantoms,0,1,0,245,266,1,0.0
mystery,6,5,14,12345,13077,25,-1.66645117942359
guilty,7,1,7,12526,12585,15,-0.06260806074690367
walk,2,1,2,9864,10031,5,-0.02050876992946249
later,4,5,1,11729,5661,10,0.6031243922581325
radio,0,3,0,246,267,3,0.0
accident,0,3,0,247,268,3,-1.7766089471440424e-15
feels,20,3,47,13185,13350,70,-3.281656735627945
forest,0,2,0,248,269,2,0.0
encounters,1,3,0,5604,270,4,0.6976146351048356
caused,0,2,1,249,5662,3,-0.3893649464465514
deeper,6,2,2,12346,10032,10,1.2138483715002246
death,9,21,10,12767,12878,40,-0.22129911519046197
road,12,4,11,12976,12944,27,0.08180282717253644
while,60,29,40,13380,13334,129,1.4906956648294862
now,14,25,16,13052,13124,55,-0.20045321431229232
axe,0,1,0,250,271,1,0.0
car,3,7,13,11092,13037,23,-1.2033527950348335
reality,8,7,9,12657,12813,24,-0.2679175973554092
before,21,24,29,13203,13275,74,-0.8504823592522831
incident,0,2,0,251,272,2,-1.512516559731624e-15
crossed,0,3,3,252,11257,6,-1.3075810944717279
blackwoods,0,1,0,253,273,1,
shadows,5,1,1,12099,5663,7,1.3466166203212668
altered,0,4,1,254,5664,5,-0.6411379745292434
session,1,1,0,5605,274,2,0.2742189581289555
runs,6,3,5,12347,12182,14,0.19707463530115663
ago,1,4,10,5606,12879,15,-1.5995685227523442
patrick,0,1,0,255,275,1,0.0
struck,2,2,1,9865,5665,5,0.4281958873992042
haunted,2,2,6,9866,12414,10,-1.3443119804969157
dawn,0,5,1,256,5666,6,-0.5281639271040539
muldoon,0,1,0,257,276,1,0.0
full,28,7,29,13267,13276,64,-0.18267944236956696
years,20,25,14,13186,13078,59,0.52245659848274
reached,0,1,2,258,10033,3,-0.7681122758342196
farther,0,1,0,259,277,1,0.0
looking,17,8,23,13134,13218,48,-0.7899520378784806
guilt,1,3,2,5607,10034,6,-0.5352796538343395
strange,9,10,6,12768,12415,25,0.6254009792708283
attacks,1,1,1,5608,5667,3,-0.014332391911932413
woods,0,1,0,260,278,1,0.0
goes,20,10,21,13187,13199,51,-0.24330024130711964
lovemaking,0,1,0,261,279,1,0.0
hunted,0,1,0,262,280,1,0.0
sense,24,4,30,13234,13284,58,-0.8618760925187269
drunk,5,3,3,12100,11258,11,0.5764520340026199
tie,0,2,2,263,10035,4,-0.8703088777771952
girl,11,19,15,12917,13103,45,-0.6646857437305975
lost,6,2,12,12348,12992,20,-1.0786051848987086
serial,1,3,1,5609,5668,5,-0.013025560681169293
retired,0,1,0,264,281,1,0.0
transplant,0,4,0,265,282,4,-8.041259124625672e-16
intended,5,1,2,12101,10036,8,0.7402950438175311
deducts,0,1,0,266,283,1,0.0
regularly,0,1,0,267,284,1,0.0
gloria,0,1,0,268,285,1,0.0
sister,0,9,0,269,286,9,0.0
actually,20,5,19,13188,13179,44,0.0404389270729555
look,42,3,32,13335,13303,77,0.8218867868657611
drive,2,2,1,9867,5669,5,0.18524658691682708
harbor,0,3,1,270,5670,4,-0.5021527430028586
jesus,0,1,1,271,5671,2,-0.3488914021294586
rivers,0,1,0,272,287,1,0.0
given,9,5,8,12769,12718,22,0.104716908955737
feeble,0,1,1,273,5672,2,-0.7202317594936263
endurance,0,1,1,274,5673,2,-0.7379415073320452
boat,0,2,4,275,11863,6,-1.1837321670586232
graciela,0,1,0,276,288,1,0.0
recently,1,1,1,5610,5674,3,-0.0092550296121086
terry,2,3,1,9868,5675,6,0.38482928936224015
living,8,10,5,12658,12183,23,0.46091733803913476
investigate,0,6,0,277,289,6,0.0
mccaleb,0,3,0,278,290,3,0.0
staged,1,1,7,5611,12586,9,-1.8529294746802054
heart,45,7,11,13349,12945,63,3.66384546569882
spend,7,2,5,12527,12184,14,0.4230996239474868
killer,3,8,4,11093,11864,15,-0.36846828914798535
nap,0,1,1,279,5676,2,-0.7436969524320646
muster,0,1,1,280,5677,2,-0.7381265128960279
trailing,0,2,0,281,291,2,0.0
robbery,0,1,1,282,5678,2,-0.7443423059529564
random,2,1,4,9869,11865,7,-0.5351929506604851
happens,3,4,9,11094,12814,16,-1.500488210686789
eastwood,6,1,7,12349,12587,14,-0.33759776159909954
profiler,0,1,0,283,292,1,0.0
ireland,3,1,0,11095,293,4,0.7518901408933462
derry,1,1,0,5612,294,2,0.7298154614118516
troops,1,1,0,5613,295,2,0.48762161307618257
wounding,1,1,0,5614,296,2,0.6529380553584913
march,2,1,0,9870,297,3,0.3277946324119463
killing,2,5,1,9871,5679,8,0.3981431628674474
tragic,4,2,3,11730,11259,9,0.3142723305698521
documentary,19,3,7,13162,12588,29,2.1029744984786283
rights,0,1,1,284,5680,2,-0.11654456552662185
civil,0,3,0,285,298,3,0.0
protest,0,1,0,286,299,1,0.0
ivan,0,1,0,287,300,1,0.0
northern,1,1,0,5615,301,2,0.2771586759480067
town,3,12,2,11096,10037,17,0.18431683263871348
style,21,3,13,13204,13038,37,0.9877972362946345
activist,0,2,0,288,302,2,0.0
protesters,0,1,0,289,303,1,5.448401971766653e-16
january,2,1,1,9872,5681,4,0.11355799734559752
showing,1,1,0,5616,304,2,0.2928429792228522
fired,0,4,0,290,305,4,0.0
upon,10,4,5,12844,12185,19,0.7730686267405718
tollman,0,1,0,291,306,1,
along,21,4,11,13205,12946,36,1.326690816072514
three,10,16,11,12845,12947,37,-0.1662380161089289
beach,1,4,2,5617,10038,7,-0.2082754264796048
anne,0,3,1,292,5682,4,-0.4543235353499728
charged,2,1,3,9873,11260,6,-0.3515983546534492
balance,6,2,3,12350,11261,11,0.667712610410601
herself,5,7,2,12102,10039,14,0.9005340359533364
including,3,9,5,11097,12186,17,-0.2922243408781136
count,4,4,3,11731,11262,11,0.2209015114528989
marie,0,3,0,293,307,3,0.0
younger,4,3,3,11732,11263,10,0.282218668854066
falls,8,8,17,12659,13142,33,-1.64321888974448
blessing,0,1,0,294,308,1,0.0
finding,6,3,1,12351,5683,10,1.2370285988749856
quarterback,0,1,0,295,309,1,0.0
shack,0,1,0,296,310,1,0.0
adrenaline,1,2,0,5618,311,3,0.7313282244324654
roommates,0,2,0,297,312,2,0.0
masters,0,1,0,298,313,1,0.0
until,10,19,13,12846,13039,42,-0.4967154909217534
morning,3,1,1,11098,5684,5,0.48944810875543576
hawaii,0,1,0,299,314,1,0.0
pipe,0,1,0,300,315,1,0.0
rebellious,0,2,1,301,5685,3,-0.71175706161931
board,0,2,1,302,5686,3,-0.14939599203102946
surf,2,2,1,9874,5687,5,0.4035039180690224
scene,14,5,15,13053,13104,34,-0.25636529791208884
every,41,7,58,13331,13377,106,-1.5863638606829118
losing,2,2,2,9875,10040,6,-0.02787516207630874
conquer,1,1,0,5619,316,2,0.7239116822280987
pro,1,1,2,5620,10041,4,-0.2109888187009824
transplanted,0,1,1,303,5688,2,-0.7040615672947164
competition,3,1,1,11099,5689,5,0.5469997725419311
own,44,20,39,13345,13331,103,0.30427776258283024
waves,4,1,0,11733,317,5,1.4268853087734228
ownership,0,1,0,304,318,1,0.0
powerful,19,2,2,13163,10042,23,2.8981351510221245
astronomical,0,1,0,305,319,1,0.0
bigotry,0,1,0,306,320,1,0.0
explain,0,3,0,307,321,3,0.0
inadequate,0,1,0,308,322,1,0.0
states,0,3,1,309,5690,4,-0.13505288393463213
factors,0,1,0,310,323,1,0.0
angry,2,1,1,9876,5691,4,0.4211720251339885
fanning,0,1,0,311,324,1,0.0
equivalent,0,1,8,312,12719,9,-2.0667175078870095
widespread,0,1,0,313,325,1,0.0
number,8,2,5,12660,12187,15,0.2835995261531297
filmmaker,10,2,0,12847,326,12,1.6255653528327914
furthermore,0,1,0,314,327,1,-1.3909357239100027e-15
poverty,2,1,0,9877,328,3,0.7770937862077829
its,314,11,301,13445,13445,626,0.07094219941593549
unscrupulous,0,1,0,315,329,1,0.0
political,8,5,2,12661,10043,15,1.1003753219627854
examination,7,1,2,12528,10044,10,1.279324357290161
gain,1,2,1,5621,5692,4,-0.012129245039679574
united,0,3,0,316,330,3,0.0
sets,9,6,3,12770,11264,18,1.1941759752388996
conventional,7,2,5,12529,12188,14,0.4647661501308663
signature,0,1,0,317,331,1,0.0
arrive,1,1,2,5622,10045,4,-0.4456380549104477
humour,2,1,4,9878,11866,7,-0.7827448621524259
easy,10,3,12,12848,12993,25,-0.34279864983704306
firearms,0,1,0,318,332,1,0.0
history,14,6,7,13054,12589,27,0.8077510215954007
moore,19,4,1,13164,5693,24,3.1008296920610845
america,13,4,6,13020,12416,23,0.9565254936551613
violence,8,4,11,12662,12948,23,-0.6631020256649206
other,32,19,48,13290,13354,99,-1.02559116229639
without,41,6,33,13332,13305,80,0.6061512065327946
carnage,0,1,0,319,333,1,0.0
bloodshed,1,1,0,5623,334,2,0.6592416234139745
notorious,1,2,0,5624,335,3,0.6994062250804896
answers,5,2,0,12103,336,7,1.2115728069547667
learns,1,8,1,5625,5694,10,-0.0225875401396489
seeks,1,2,0,5626,337,3,0.5415759601894676
national,2,1,3,9879,11265,6,-0.13847174164514084
guns,3,1,4,11100,11867,8,-0.36177755318664007
gun,3,2,2,11101,10046,7,0.2889904191901136
cultures,2,1,0,9880,338,3,0.9101902116133651
corporate,4,2,2,11734,10047,8,0.3848196703232464
takes,19,15,27,13165,13255,61,-1.1516337195724928
roots,0,1,1,320,5695,2,-0.5225084243456279
explore,1,1,1,5627,5696,3,-0.012164618606939645
explanation,0,1,3,321,11266,4,-1.163369022292854
culture,15,4,1,13084,5697,20,2.3812371829088486
availability,0,1,0,322,339,1,0.0
those,49,8,30,13359,13285,87,1.4992834987709054
entertainment,30,1,17,13278,13143,48,1.4370795232047142
parker,0,4,0,323,340,4,1.4530974993263066e-15
children,19,13,12,13166,12994,44,0.7420633533079313
known,4,11,0,11735,341,15,0.8240812067403591
harry,13,14,4,13021,11868,31,1.7244470311381113
diggs,4,1,1,11736,5698,6,1.1682899615430853
l,1,2,2,5628,10048,5,-0.13949424468805457
except,0,3,12,324,12995,15,-2.4017342534744452
ten,0,2,3,325,11267,5,-0.8380052393860468
dre,0,6,0,326,342,6,0.0
xxl,0,1,0,327,343,1,0.0
exec,0,1,0,328,344,1,0.0
lawyer,0,7,1,329,5699,8,-0.37125320999475825
left,6,7,21,12352,13200,34,-1.9205593356918578
sally,0,2,0,330,345,2,0.0
growing,6,4,2,12353,10049,12,0.9462251612749788
re,49,10,46,13360,13349,105,0.09410838749230677
label,1,1,1,5629,5700,3,-0.010950102051928434
each,14,10,13,13055,13040,37,0.05134058737329612
basketball,1,5,3,5630,11268,9,-0.6145029414798707
perfect,19,11,4,13167,11869,34,2.360338984166724
described,0,1,2,331,10050,3,-0.5945306441073831
hop,1,4,6,5631,12417,11,-1.4354700145327024
executive,0,2,1,332,5701,3,-0.24955654932022087
met,0,3,0,333,346,3,-2.6695922040142497e-15
towards,1,3,3,5632,11269,7,-0.5983081430322269
ve,32,2,38,13291,13325,72,-0.5746566219810337
wooed,0,1,0,334,347,1,0.0
r,1,5,3,5633,11270,9,-0.24216467384722098
magazine,0,4,0,335,348,4,0.0
gig,0,1,0,336,349,1,0.0
times,19,1,16,13168,13125,36,0.2675222868044197
discovered,0,2,0,337,350,2,0.0
artistry,3,1,0,11102,351,4,1.0201898738019255
player,1,1,2,5634,10051,4,-0.2205163425699647
themselves,9,9,5,12771,12189,23,0.7604444362550534
restless,0,2,1,338,5702,3,-0.7540353256957077
lathan,4,2,0,11737,352,6,0.6616381296408219
engaged,3,3,2,11103,10052,8,0.328478560809938
since,22,9,19,13212,13180,50,0.2426144136327558
amp,10,4,3,12849,11271,17,1.6401735918951263
romantically,0,1,0,339,353,1,0.0
company,12,7,7,12977,12590,26,0.495296279145592
ignoring,0,1,1,340,5703,2,-0.7252533775689933
focus,7,2,7,12530,12591,16,-0.047682393071178615
review,0,1,2,341,10053,3,-0.23582957940540092
signing,0,1,0,342,354,1,0.0
gimmicky,0,1,1,343,5704,2,-0.4403623974944475
marry,1,1,1,5635,5705,3,-0.021040235880352698
talented,8,2,7,12663,12592,17,0.18043483019242706
romance,17,3,13,13135,13041,33,0.5898788169428445
romantic,32,5,29,13292,13277,66,0.23792149645168226
reese,1,1,3,5636,11272,5,-0.9399715671705552
